country,doc_number,kind,date
US,20200000291,A1,20200102
US,20200000292,A1,20200102
US,20200000293,A1,20200102
US,20200000294,A1,20200102
US,20200000295,A1,20200102
US,20200000296,A1,20200102
US,20200000297,A1,20200102
US,20200000298,A1,20200102
US,20200000299,A1,20200102
US,20200000300,A1,20200102
US,20200000301,A1,20200102
US,20200000302,A1,20200102
US,20200000303,A1,20200102
US,20200000304,A1,20200102
US,20200000305,A1,20200102
US,20200000306,A1,20200102
US,20200000307,A1,20200102
US,20200000308,A1,20200102
US,20200000309,A1,20200102
US,20200000310,A1,20200102
US,20200000311,A1,20200102
US,20200000312,A1,20200102
US,20200000313,A1,20200102
US,20200000314,A1,20200102
US,20200000315,A1,20200102
US,20200000316,A1,20200102
US,20200000317,A1,20200102
US,20200000318,A1,20200102
US,20200000319,A1,20200102
US,20200000320,A1,20200102
US,20200000321,A1,20200102
US,20200000322,A1,20200102
US,20200000323,A1,20200102
US,20200000324,A1,20200102
US,20200000325,A1,20200102
US,20200000326,A1,20200102
US,20200000327,A1,20200102
US,20200000328,A1,20200102
US,20200000329,A1,20200102
US,20200000330,A1,20200102
US,20200000331,A1,20200102
US,20200000332,A1,20200102
US,20200000333,A1,20200102
US,20200000334,A1,20200102
US,20200000335,A1,20200102
US,20200000336,A1,20200102
US,20200000337,A1,20200102
US,20200000338,A1,20200102
US,20200000339,A1,20200102
US,20200000340,A1,20200102
US,20200000341,A1,20200102
US,20200000342,A1,20200102
US,20200000343,A1,20200102
US,20200000344,A1,20200102
US,20200000345,A1,20200102
US,20200000346,A1,20200102
US,20200000347,A1,20200102
US,20200000348,A1,20200102
US,20200000349,A1,20200102
US,20200000350,A1,20200102
US,20200000351,A1,20200102
US,20200000352,A1,20200102
US,20200000353,A1,20200102
US,20200000354,A1,20200102
US,20200000355,A1,20200102
US,20200000356,A1,20200102
US,20200000357,A1,20200102
US,20200000358,A1,20200102
US,20200000359,A1,20200102
US,20200000360,A1,20200102
US,20200000361,A1,20200102
US,20200000362,A1,20200102
US,20200000363,A1,20200102
US,20200000364,A1,20200102
US,20200000365,A1,20200102
US,20200000366,A1,20200102
US,20200000367,A1,20200102
US,20200000368,A1,20200102
US,20200000369,A1,20200102
US,20200000370,A1,20200102
US,20200000371,A1,20200102
US,20200000372,A1,20200102
US,20200000373,A1,20200102
US,20200000374,A1,20200102
US,20200000375,A1,20200102
US,20200000376,A1,20200102
US,20200000377,A1,20200102
US,20200000378,A1,20200102
US,20200000379,A1,20200102
US,20200000380,A1,20200102
US,20200000381,A1,20200102
US,20200000382,A1,20200102
US,20200000383,A1,20200102
US,20200000384,A1,20200102
US,20200000385,A1,20200102
US,20200000386,A1,20200102
US,20200000387,A1,20200102
US,20200000388,A1,20200102
US,20200000389,A1,20200102
US,20200000390,A1,20200102
US,20200000391,A1,20200102
US,20200000392,A1,20200102
US,20200000393,A1,20200102
US,20200000394,A1,20200102
US,20200000395,A1,20200102
US,20200000396,A1,20200102
US,20200000397,A1,20200102
US,20200000398,A1,20200102
US,20200000399,A1,20200102
US,20200000400,A1,20200102
US,20200000401,A1,20200102
US,20200000402,A1,20200102
US,20200000403,A1,20200102
US,20200000404,A1,20200102
US,20200000405,A1,20200102
US,20200000406,A1,20200102
US,20200000407,A1,20200102
US,20200000408,A1,20200102
US,20200000409,A1,20200102
US,20200000410,A1,20200102
US,20200000411,A1,20200102
US,20200000412,A1,20200102
US,20200000413,A1,20200102
US,20200000414,A1,20200102
US,20200000415,A1,20200102
US,20200000416,A1,20200102
US,20200000417,A1,20200102
US,20200000418,A1,20200102
US,20200000419,A1,20200102
US,20200000420,A1,20200102
US,20200000421,A1,20200102
US,20200000422,A1,20200102
US,20200000423,A1,20200102
US,20200000424,A1,20200102
US,20200000425,A1,20200102
US,20200000426,A1,20200102
US,20200000427,A1,20200102
US,20200000428,A1,20200102
US,20200000429,A1,20200102
US,20200000430,A1,20200102
US,20200000431,A1,20200102
US,20200000432,A1,20200102
US,20200000433,A1,20200102
US,20200000434,A1,20200102
US,20200000435,A1,20200102
US,20200000436,A1,20200102
US,20200000437,A1,20200102
US,20200000438,A1,20200102
US,20200000439,A1,20200102
US,20200000440,A1,20200102
US,20200000441,A1,20200102
US,20200000442,A1,20200102
US,20200000443,A1,20200102
US,20200000444,A1,20200102
US,20200000445,A1,20200102
US,20200000446,A1,20200102
US,20200000447,A1,20200102
US,20200000448,A1,20200102
US,20200000449,A1,20200102
US,20200000450,A1,20200102
US,20200000451,A1,20200102
US,20200000452,A1,20200102
US,20200000453,A1,20200102
US,20200000454,A1,20200102
US,20200000455,A1,20200102
US,20200000456,A1,20200102
US,20200000457,A1,20200102
US,20200000458,A1,20200102
US,20200000459,A1,20200102
US,20200000460,A1,20200102
US,20200000461,A1,20200102
US,20200000462,A1,20200102
US,20200000463,A1,20200102
US,20200000464,A1,20200102
US,20200000465,A1,20200102
US,20200000466,A1,20200102
US,20200000467,A1,20200102
US,20200000468,A1,20200102
US,20200000469,A1,20200102
US,20200000470,A1,20200102
US,20200000471,A1,20200102
US,20200000472,A1,20200102
US,20200000473,A1,20200102
US,20200000474,A1,20200102
US,20200000475,A1,20200102
US,20200000476,A1,20200102
US,20200000477,A1,20200102
US,20200000478,A1,20200102
US,20200000479,A1,20200102
US,20200000480,A1,20200102
US,20200000481,A1,20200102
US,20200000482,A1,20200102
US,20200000483,A1,20200102
US,20200000484,A1,20200102
US,20200000485,A1,20200102
US,20200000486,A1,20200102
US,20200000487,A1,20200102
US,20200000488,A1,20200102
US,20200000489,A1,20200102
US,20200000490,A1,20200102
US,20200000491,A1,20200102
US,20200000492,A1,20200102
US,20200000493,A1,20200102
US,20200000494,A1,20200102
US,20200000495,A1,20200102
US,20200000496,A1,20200102
US,20200000497,A1,20200102
US,20200000498,A1,20200102
US,20200000499,A1,20200102
US,20200000500,A1,20200102
US,20200000501,A1,20200102
US,20200000502,A1,20200102
US,20200000503,A1,20200102
US,20200000504,A1,20200102
US,20200000505,A1,20200102
US,20200000506,A1,20200102
US,20200000507,A1,20200102
US,20200000508,A1,20200102
US,20200000509,A1,20200102
US,20200000510,A1,20200102
US,20200000511,A1,20200102
US,20200000512,A1,20200102
US,20200000513,A1,20200102
US,20200000514,A1,20200102
US,20200000515,A1,20200102
US,20200000516,A1,20200102
US,20200000517,A1,20200102
US,20200000518,A1,20200102
US,20200000519,A1,20200102
US,20200000520,A1,20200102
US,20200000521,A1,20200102
US,20200000522,A1,20200102
US,20200000523,A1,20200102
US,20200000524,A1,20200102
US,20200000525,A1,20200102
US,20200000526,A1,20200102
US,20200000527,A1,20200102
US,20200000528,A1,20200102
US,20200000529,A1,20200102
US,20200000530,A1,20200102
US,20200000531,A1,20200102
US,20200000532,A1,20200102
US,20200000533,A1,20200102
US,20200000534,A1,20200102
US,20200000535,A1,20200102
US,20200000536,A1,20200102
US,20200000537,A1,20200102
US,20200000538,A1,20200102
US,20200000539,A1,20200102
US,20200000540,A1,20200102
US,20200000541,A1,20200102
US,20200000542,A1,20200102
US,20200000543,A1,20200102
US,20200000544,A1,20200102
US,20200000545,A1,20200102
US,20200000546,A1,20200102
US,20200000547,A1,20200102
US,20200000548,A1,20200102
US,20200000549,A1,20200102
US,20200000550,A1,20200102
US,20200000551,A1,20200102
US,20200000552,A1,20200102
US,20200000553,A1,20200102
US,20200000554,A1,20200102
US,20200000555,A1,20200102
US,20200000556,A1,20200102
US,20200000557,A1,20200102
US,20200000558,A1,20200102
US,20200000559,A1,20200102
US,20200000560,A1,20200102
US,20200000561,A1,20200102
US,20200000562,A1,20200102
US,20200000563,A1,20200102
US,20200000564,A1,20200102
US,20200000565,A1,20200102
US,20200000566,A1,20200102
US,20200000567,A1,20200102
US,20200000568,A1,20200102
US,20200000569,A9,20200102
US,20200000570,A1,20200102
US,20200000571,A1,20200102
US,20200000572,A1,20200102
US,20200000573,A1,20200102
US,20200000574,A1,20200102
US,20200000575,A1,20200102
US,20200000576,A1,20200102
US,20200000577,A1,20200102
US,20200000578,A1,20200102
US,20200000579,A1,20200102
US,20200000580,A1,20200102
US,20200000581,A1,20200102
US,20200000582,A1,20200102
US,20200000583,A1,20200102
US,20200000584,A1,20200102
US,20200000585,A1,20200102
US,20200000586,A1,20200102
US,20200000587,A1,20200102
US,20200000588,A1,20200102
US,20200000589,A1,20200102
US,20200000590,A1,20200102
US,20200000591,A1,20200102
US,20200000592,A1,20200102
US,20200000593,A1,20200102
US,20200000594,A1,20200102
US,20200000595,A1,20200102
US,20200000596,A1,20200102
US,20200000597,A1,20200102
US,20200000598,A1,20200102
US,20200000599,A1,20200102
US,20200000600,A1,20200102
US,20200000601,A1,20200102
US,20200000602,A1,20200102
US,20200000603,A1,20200102
US,20200000604,A1,20200102
US,20200000605,A1,20200102
US,20200000606,A1,20200102
US,20200000607,A1,20200102
US,20200000608,A1,20200102
US,20200000609,A1,20200102
US,20200000610,A1,20200102
US,20200000611,A1,20200102
US,20200000612,A1,20200102
US,20200000613,A1,20200102
US,20200000614,A1,20200102
US,20200000615,A1,20200102
US,20200000616,A1,20200102
US,20200000617,A1,20200102
US,20200000618,A1,20200102
US,20200000619,A1,20200102
US,20200000620,A1,20200102
US,20200000621,A1,20200102
US,20200000622,A1,20200102
US,20200000623,A1,20200102
US,20200000624,A1,20200102
US,20200000625,A1,20200102
US,20200000626,A1,20200102
US,20200000627,A1,20200102
US,20200000628,A1,20200102
US,20200000629,A1,20200102
US,20200000630,A1,20200102
US,20200000631,A1,20200102
US,20200000632,A1,20200102
US,20200000633,A1,20200102
US,20200000634,A1,20200102
US,20200000635,A1,20200102
US,20200000636,A1,20200102
US,20200000637,A1,20200102
US,20200000638,A1,20200102
US,20200000639,A1,20200102
US,20200000640,A1,20200102
US,20200000641,A1,20200102
US,20200000642,A1,20200102
US,20200000643,A1,20200102
US,20200000644,A1,20200102
US,20200000645,A1,20200102
US,20200000646,A1,20200102
US,20200000647,A1,20200102
US,20200000648,A1,20200102
US,20200000649,A1,20200102
US,20200000650,A1,20200102
US,20200000651,A1,20200102
US,20200000652,A1,20200102
US,20200000653,A1,20200102
US,20200000654,A1,20200102
US,20200000655,A1,20200102
US,20200000656,A1,20200102
US,20200000657,A1,20200102
US,20200000658,A1,20200102
US,20200000659,A1,20200102
US,20200000660,A1,20200102
US,20200000661,A1,20200102
US,20200000662,A1,20200102
US,20200000663,A1,20200102
US,20200000664,A1,20200102
US,20200000665,A1,20200102
US,20200000666,A1,20200102
US,20200000667,A1,20200102
US,20200000668,A1,20200102
US,20200000669,A1,20200102
US,20200000670,A1,20200102
US,20200000671,A1,20200102
US,20200000672,A1,20200102
US,20200000673,A1,20200102
US,20200000674,A1,20200102
US,20200000675,A1,20200102
US,20200000676,A1,20200102
US,20200000677,A1,20200102
US,20200000678,A1,20200102
US,20200000679,A1,20200102
US,20200000680,A1,20200102
US,20200000681,A1,20200102
US,20200000682,A1,20200102
US,20200000683,A1,20200102
US,20200000684,A1,20200102
US,20200000685,A1,20200102
US,20200000686,A1,20200102
US,20200000687,A1,20200102
US,20200000688,A1,20200102
US,20200000689,A1,20200102
US,20200000690,A1,20200102
US,20200000691,A1,20200102
US,20200000692,A1,20200102
US,20200000693,A1,20200102
US,20200000694,A9,20200102
US,20200000695,A1,20200102
US,20200000696,A1,20200102
US,20200000697,A1,20200102
US,20200000698,A1,20200102
US,20200000699,A1,20200102
US,20200000700,A1,20200102
US,20200000701,A1,20200102
US,20200000702,A1,20200102
US,20200000703,A1,20200102
US,20200000704,A1,20200102
US,20200000705,A1,20200102
US,20200000706,A1,20200102
US,20200000707,A1,20200102
US,20200000708,A1,20200102
US,20200000709,A1,20200102
US,20200000710,A1,20200102
US,20200000711,A1,20200102
US,20200000712,A1,20200102
US,20200000713,A1,20200102
US,20200000714,A1,20200102
US,20200000715,A1,20200102
US,20200000716,A1,20200102
US,20200000717,A1,20200102
US,20200000718,A1,20200102
US,20200000719,A1,20200102
US,20200000720,A1,20200102
US,20200000721,A1,20200102
US,20200000722,A1,20200102
US,20200000723,A1,20200102
US,20200000724,A1,20200102
US,20200000725,A1,20200102
US,20200000726,A1,20200102
US,20200000727,A1,20200102
US,20200000728,A1,20200102
US,20200000729,A1,20200102
US,20200000730,A1,20200102
US,20200000731,A1,20200102
US,20200000732,A1,20200102
US,20200000733,A1,20200102
US,20200000734,A1,20200102
US,20200000735,A1,20200102
US,20200000736,A1,20200102
US,20200000737,A1,20200102
US,20200000738,A1,20200102
US,20200000739,A1,20200102
US,20200000740,A1,20200102
US,20200000741,A1,20200102
US,20200000742,A1,20200102
US,20200000743,A1,20200102
US,20200000744,A1,20200102
US,20200000745,A1,20200102
US,20200000746,A1,20200102
US,20200000747,A1,20200102
US,20200000748,A1,20200102
US,20200000749,A1,20200102
US,20200000750,A1,20200102
US,20200000751,A1,20200102
US,20200000752,A1,20200102
US,20200000753,A1,20200102
US,20200000754,A1,20200102
US,20200000755,A1,20200102
US,20200000756,A1,20200102
US,20200000757,A1,20200102
US,20200000758,A1,20200102
US,20200000759,A1,20200102
US,20200000760,A1,20200102
US,20200000761,A1,20200102
US,20200000762,A1,20200102
US,20200000763,A9,20200102
US,20200000764,A1,20200102
US,20200000765,A1,20200102
US,20200000766,A1,20200102
US,20200000767,A1,20200102
US,20200000768,A1,20200102
US,20200000769,A1,20200102
US,20200000770,A1,20200102
US,20200000771,A1,20200102
US,20200000772,A1,20200102
US,20200000773,A1,20200102
US,20200000774,A1,20200102
US,20200000775,A1,20200102
US,20200000776,A1,20200102
US,20200000777,A1,20200102
US,20200000778,A1,20200102
US,20200000779,A1,20200102
US,20200000780,A1,20200102
US,20200000781,A1,20200102
US,20200000782,A1,20200102
US,20200000783,A1,20200102
US,20200000784,A1,20200102
US,20200000785,A1,20200102
US,20200000786,A1,20200102
US,20200000787,A1,20200102
US,20200000788,A1,20200102
US,20200000789,A1,20200102
US,20200000790,A1,20200102
US,20200000791,A1,20200102
US,20200000792,A1,20200102
US,20200000793,A1,20200102
US,20200000794,A1,20200102
US,20200000795,A1,20200102
US,20200000796,A1,20200102
US,20200000797,A1,20200102
US,20200000798,A1,20200102
US,20200000799,A1,20200102
US,20200000800,A1,20200102
US,20200000801,A1,20200102
US,20200000802,A1,20200102
US,20200000803,A1,20200102
US,20200000804,A1,20200102
US,20200000805,A1,20200102
US,20200000806,A1,20200102
US,20200000807,A1,20200102
US,20200000808,A1,20200102
US,20200000809,A1,20200102
US,20200000810,A1,20200102
US,20200000811,A1,20200102
US,20200000812,A1,20200102
US,20200000813,A1,20200102
US,20200000814,A1,20200102
US,20200000815,A1,20200102
US,20200000816,A1,20200102
US,20200000817,A1,20200102
US,20200000818,A1,20200102
US,20200000819,A1,20200102
US,20200000820,A1,20200102
US,20200000821,A1,20200102
US,20200000822,A1,20200102
US,20200000823,A1,20200102
US,20200000824,A1,20200102
US,20200000825,A1,20200102
US,20200000826,A1,20200102
US,20200000827,A1,20200102
US,20200000828,A1,20200102
US,20200000829,A1,20200102
US,20200000830,A1,20200102
US,20200000831,A1,20200102
US,20200000832,A1,20200102
US,20200000833,A1,20200102
US,20200000834,A1,20200102
US,20200000835,A1,20200102
US,20200000836,A1,20200102
US,20200000837,A1,20200102
US,20200000838,A1,20200102
US,20200000839,A1,20200102
US,20200000840,A1,20200102
US,20200000841,A9,20200102
US,20200000842,A1,20200102
US,20200000843,A1,20200102
US,20200000844,A1,20200102
US,20200000845,A1,20200102
US,20200000846,A1,20200102
US,20200000847,A1,20200102
US,20200000848,A1,20200102
US,20200000849,A1,20200102
US,20200000850,A1,20200102
US,20200000851,A1,20200102
US,20200000852,A1,20200102
US,20200000853,A1,20200102
US,20200000854,A1,20200102
US,20200000855,A1,20200102
US,20200000856,A1,20200102
US,20200000857,A1,20200102
US,20200000858,A1,20200102
US,20200000859,A1,20200102
US,20200000860,A1,20200102
US,20200000861,A1,20200102
US,20200000862,A1,20200102
US,20200000863,A1,20200102
US,20200000864,A1,20200102
US,20200000865,A1,20200102
US,20200000866,A1,20200102
US,20200000867,A1,20200102
US,20200000868,A1,20200102
US,20200000869,A1,20200102
US,20200000870,A1,20200102
US,20200000871,A1,20200102
US,20200000872,A1,20200102
US,20200000873,A1,20200102
US,20200000874,A1,20200102
US,20200000875,A1,20200102
US,20200000876,A1,20200102
US,20200000877,A1,20200102
US,20200000878,A1,20200102
US,20200000879,A1,20200102
US,20200000880,A1,20200102
US,20200000881,A1,20200102
US,20200000882,A1,20200102
US,20200000883,A1,20200102
US,20200000884,A1,20200102
US,20200000885,A1,20200102
US,20200000886,A1,20200102
US,20200000887,A1,20200102
US,20200000888,A1,20200102
US,20200000889,A1,20200102
US,20200000890,A1,20200102
US,20200000891,A1,20200102
US,20200000892,A1,20200102
US,20200000893,A1,20200102
US,20200000894,A1,20200102
US,20200000895,A1,20200102
US,20200000896,A1,20200102
US,20200000897,A1,20200102
US,20200000898,A1,20200102
US,20200000899,A1,20200102
US,20200000900,A1,20200102
US,20200000901,A1,20200102
US,20200000902,A1,20200102
US,20200000903,A1,20200102
US,20200000904,A1,20200102
US,20200000905,A1,20200102
US,20200000906,A1,20200102
US,20200000907,A1,20200102
US,20200000908,A1,20200102
US,20200000909,A1,20200102
US,20200000910,A1,20200102
US,20200000911,A1,20200102
US,20200000912,A1,20200102
US,20200000913,A1,20200102
US,20200000914,A1,20200102
US,20200000915,A1,20200102
US,20200000916,A1,20200102
US,20200000917,A1,20200102
US,20200000918,A1,20200102
US,20200000919,A1,20200102
US,20200000920,A1,20200102
US,20200000921,A1,20200102
US,20200000922,A1,20200102
US,20200000923,A1,20200102
US,20200000924,A9,20200102
US,20200000925,A1,20200102
US,20200000926,A1,20200102
US,20200000927,A1,20200102
US,20200000928,A1,20200102
US,20200000929,A1,20200102
US,20200000930,A1,20200102
US,20200000931,A1,20200102
US,20200000932,A1,20200102
US,20200000933,A1,20200102
US,20200000934,A1,20200102
US,20200000935,A1,20200102
US,20200000936,A1,20200102
US,20200000937,A1,20200102
US,20200000938,A1,20200102
US,20200000939,A1,20200102
US,20200000940,A1,20200102
US,20200000941,A1,20200102
US,20200000942,A1,20200102
US,20200000943,A1,20200102
US,20200000944,A1,20200102
US,20200000945,A1,20200102
US,20200000946,A1,20200102
US,20200000947,A1,20200102
US,20200000948,A1,20200102
US,20200000949,A1,20200102
US,20200000950,A1,20200102
US,20200000951,A1,20200102
US,20200000952,A1,20200102
US,20200000953,A1,20200102
US,20200000954,A1,20200102
US,20200000955,A1,20200102
US,20200000956,A1,20200102
US,20200000957,A1,20200102
US,20200000958,A1,20200102
US,20200000959,A1,20200102
US,20200000960,A1,20200102
US,20200000961,A1,20200102
US,20200000962,A1,20200102
US,20200000963,A1,20200102
US,20200000964,A1,20200102
US,20200000965,A1,20200102
US,20200000966,A1,20200102
US,20200000967,A1,20200102
US,20200000968,A1,20200102
US,20200000969,A1,20200102
US,20200000970,A1,20200102
US,20200000971,A1,20200102
US,20200000972,A1,20200102
US,20200000973,A1,20200102
US,20200000974,A1,20200102
US,20200000975,A1,20200102
US,20200000976,A1,20200102
US,20200000977,A1,20200102
US,20200000978,A1,20200102
US,20200000979,A1,20200102
US,20200000980,A1,20200102
US,20200000981,A1,20200102
US,20200000982,A1,20200102
US,20200000983,A1,20200102
US,20200000984,A1,20200102
US,20200000985,A1,20200102
US,20200000986,A1,20200102
US,20200000987,A1,20200102
US,20200000988,A1,20200102
US,20200000989,A1,20200102
US,20200000990,A1,20200102
US,20200000991,A1,20200102
US,20200000992,A1,20200102
US,20200000993,A1,20200102
US,20200000994,A1,20200102
US,20200000995,A1,20200102
US,20200000996,A1,20200102
US,20200000997,A1,20200102
